Name,RH57,RH1,RH58,RH27,RH24,RH54,RH56,RH2,RH40,RH41,RH9,RH30,RH25,RH55,RH12,RH32,RH43,RH16,RH50,RH18,RH51,RH37,RH42,RH64,RH49,RH20,RH33,RH46,T47be,T22,T34,T97be,T87be,T67be,T35,T95be,T63be,T55be,T81be,T89be,T68be,T86be,T41,T62be,T69be,T44be,T49be,T82be,T21,T93be,T46be,T73be,T36,T4,T14,T88be,T66be
Tetradecanoylcarnitine,16710.12953,24050.05124,157.3288406,5798.119157,19933.52892,287999.9862,21500.46054,36169.46601,4171.043231,168112.8831,105989.7894,13143.22891,9524.794117,268598.1024,44615.14623,9254.647952,248794.2392,33376.6546,46982.95711,13128.52408,98473.62661,97850.14384,2541.610746,44789.64288,13674.73873,37915.76245,368489.5227,20247.75833,2626.450969,146574.0165,4441.317523,16919.00115,1107.056949,1829.505138,16211.49624,183006.3254,85768.29518,289841.3036,420745.1822,788.8439767,10565.33536,1659.213905,32587.21926,199335.3644,3538.774519,2659.758168,5128.763897,49574.86072,471.869416,9440.189691,4289.727041,5643.127666,19382.43856,1649.380863,74233.97794,31613.09792,73881.12958
Oleylcarnitine,590316.7135,21780.4048,3205.726095,51248.32276,201119.5765,1162524.805,193936.9864,165971.8142,7166.889134,216405.1657,231177.8413,67799.25979,8879.176093,990793.1547,119142.5686,21205.8688,946719.7586,36899.05434,395503.6018,10358.56596,90279.60998,614168.4126,85424.04131,255925.1849,80261.40039,39675.0741,1661628.931,201361.1372,11042.43899,642482.5131,65307.81479,125452.1744,44233.38457,50463.96819,13610.92162,2076543.746,54909.28877,1511721.212,1132296.077,2727.780149,143300.053,3797.782011,287781.9242,495561.5892,86818.55596,76011.80526,57429.51108,792624.5175,2197.515903,38106.66735,5309.213114,90435.66619,422067.5642,3807.891522,278834.0739,202955.998,321131.253
Linoleyl_carnitine,91625.9648,10372.63283,562.0169061,15118.56495,51625.84021,270973.1156,137815.0015,48024.70711,4123.780605,54247.40716,62900.99065,24371.0877,7511.070148,594552.8059,57599.40396,5312.84276,504313.3337,9428.488557,48596.96589,2396.435113,38267.33725,109500.2429,7790.301742,121690.6625,30898.45996,11295.37332,768454.8188,43311.80587,2738.777564,386060.1043,8830.794874,10157.45019,2060.1767,4223.359375,5751.539955,1047129.029,14618.95759,321800.064,792658.7044,870.464585,85655.71681,722.6864554,55114.49051,349142.0437,11121.56912,6294.999508,3953.540761,205366.856,1646.260259,14399.18197,3600.778302,7449.810835,194753.3335,1372.364735,87443.09212,36693.50367,176652.3554
Stearylcarnitine,103081.2786,5872.302017,4809.718471,56839.99411,106639.3029,80737.66699,75988.00372,23117.61454,136992.5206,147750.0473,3881.498202,32709.80164,6875.275601,112045.1793,48813.26438,201470.4765,165212.3762,144531.03,644290.7852,1076665.38,346068.5452,891583.994,538553.4001,282927.5332,64557.12138,423336.2456,198331.9593,201343.5259,15247.21419,138117.2818,159238.9345,292963.1108,30059.35732,278628.0815,366349.9366,323512.8844,461309.249,727421.6347,67595.2101,1156.170152,49435.38807,715.9093028,161872.4623,85030.17984,210795.3103,153359.173,316665.3705,209341.9328,807.3329381,89960.09386,21188.69635,58538.51711,411090.8102,7838.234671,28838.57399,314608.5057,127521.1636
Glutamyltryptophan,91.01720104,6.009462118,797.1332053,56.18553792,291.6710941,240.8816429,196.6141327,41.24470113,30.50149048,78.94350874,212.574798,372.3653851,322.2716197,308.0663885,124.5521826,5.105515279,25.86806832,5.214307412,38.82621294,,8.939152226,,30.99706651,58.82630644,77.22423723,10.16431376,10.4951202,40.12102744,116.2696228,838.2764948,264.4590258,277.0628972,144.3740753,89.7215407,72.93889871,175.4659266,217.6283089,91.68579348,584.5554487,43.72404364,199.9694952,148.9334154,68.35041715,213.2954251,221.1784223,92.09435633,251.7806984,276.5661257,83.16661721,148.3443142,212.7834074,1012.456906,142.1339425,332.0779744,721.8779576,122.6326613,822.8584241
Leucylalanine,4657.371331,308.253861,5218.910962,780.2507116,3166.520068,6046.002575,8818.048809,3648.843278,751.6289253,6974.590839,2678.575456,1421.673241,1310.644473,8758.922669,3283.13076,464.9399256,387.0794525,440.5341547,1226.170831,278.3921059,161.9554039,2092.067277,1773.001157,976.8699862,2011.778957,255.1082732,1318.40939,2782.584902,880.9667462,10199.14948,4374.261571,7903.715124,3470.783064,941.6577196,8757.97883,2301.665433,17751.22141,1933.569789,6543.476862,630.2238425,12919.30376,1321.449258,1615.962484,12802.33576,6642.302567,8087.827817,16540.34736,4003.507674,2040.759014,4665.229768,11150.83469,4554.377466,15265.58287,2514.140523,10629.98562,6377.532315,1994.937716
Phenylalanylalanine,874.2771666,110.2410564,1918.224883,272.3336786,974.8857174,2690.285842,1794.21963,470.2223228,363.3255047,1198.877046,1233.275767,978.7893118,876.0317714,2635.678522,1081.170768,440.301596,224.4707452,147.4413875,543.5127781,58.4863089,88.89846125,309.0559769,634.0751877,502.6555342,664.7282003,76.95631941,270.0448699,525.8005062,417.0882817,2674.839698,1801.40678,1089.425733,526.8470021,345.5169274,1346.284144,917.7069225,3363.266074,1342.056092,715.3881376,170.5709003,2696.4175,390.1729606,1201.190756,1850.936927,2327.340639,1352.509322,2107.841288,1172.523223,268.8141066,1219.649098,550.2603426,1484.823321,2473.751375,842.3319567,3356.556049,714.5768039,507.8595457
gamma_Glutamyl_phenylalanine,663.0398077,3862.447738,3718.548622,3197.23923,1397.654321,793.1819121,920.2493703,10480.8634,14376.27979,1192.353182,1872.187854,5489.312226,4474.493554,933.5285164,1442.075737,966.7999266,309.229099,201.8244816,1294.183974,37.08227759,23.86686129,92.22274381,263.1953993,1738.271369,1681.856998,410.2516521,1086.81679,317.5937377,23795.21753,2157.745984,3519.19718,2683.834083,15925.89791,12640.16827,1036.764204,1164.925387,675.8487944,2131.388529,5454.826447,6584.508135,1200.742474,5516.746565,2723.869152,3564.78375,3359.941389,706.1814149,2600.298492,1134.234696,29757.6035,1862.229402,2828.888959,11971.69511,2604.443028,27281.63493,3253.237118,1714.418994,4452.030497
Glycyl_Phenylalanine,2287.3523,639.8522031,3291.410307,845.859465,2926.105298,3127.239298,2767.671387,1466.064973,1371.29579,5273.656163,1138.411473,1969.164037,1908.370669,1928.568341,1447.989773,245.4147144,122.8872711,328.8248891,1080.532302,310.5003289,43.52886312,582.1108869,668.2964154,771.1954651,1246.59811,244.4530492,393.1617522,936.0227616,1492.09538,8840.278502,3616.729286,3891.881066,4652.883017,1182.276107,1234.363558,3252.847866,7043.034107,790.5919367,3210.071579,621.4587229,3544.633251,1708.247327,831.5314538,2156.812807,11197.0764,3376.587777,4337.766328,4178.952846,3199.437567,3385.147189,5509.931584,9042.099061,408.7623758,2000.227816,5395.33418,2698.471519,2753.838578
Leucylphenylalanine,3716.494992,577.0754253,7974.470571,1416.506922,6655.590208,14459.41568,22905.88379,2955.046542,20921.86246,13016.316,21083.49281,4184.352016,3379.118312,31683.03325,7315.367382,570.1299134,803.4279772,777.9907973,3463.117687,267.5359731,201.3389346,2702.550983,2627.737995,1830.204485,2366.223822,494.5501581,1909.714365,5739.733327,2005.382241,41786.71598,1848.609554,15004.03854,5843.100646,1896.581606,4423.431059,11195.531,5510.665427,1565.543957,24882.94211,2628.227284,46464.4396,2517.368733,2708.6601,21899.89024,13638.71287,11888.9529,31522.06595,7132.680047,1183.922057,10457.39893,4758.350161,14627.54847,8629.132281,5837.385703,34575.05219,8853.990719,5932.823012
Aspartylphenylalanine,543.751676,295.6505737,6396.945628,381.1070646,3302.073386,1067.671509,3547.363074,460.8936611,380.8090672,1199.460142,3651.962104,4785.970258,1105.811647,1960.856984,2699.664751,194.732452,213.6547982,167.3730134,385.0183714,37.65561787,91.67878092,355.7890823,599.0622706,585.1913061,854.424327,824.0819978,2578.392881,878.7903567,687.1296896,1219.812025,494.201912,2195.263039,517.7137666,593.4326113,724.367876,1513.363553,1896.200351,532.2235749,1256.821391,311.3788379,4274.404485,715.3089105,586.3261787,482.7925114,1753.510497,1191.174514,507.2365685,2088.90682,859.3526101,1206.581404,631.7515995,5300.794803,876.3465515,1053.568432,1292.916139,1476.467792,2681.529178
Butyrylcarnitine,1.058664728,2.239059362,2.460008352,3.143867659,1.080720609,6.341865017,66.86300441,3.035630971,4.564192376,13.04925733,62.00276448,7.201787979,2.534462033,9.014000906,103.3920853,2.809800101,5.679101274,0.914718255,13.91602482,0.59768685,1.10448801,1.543819469,2.418692624,3.738994715,4.213737543,19.88104516,33.64366336,0.991703925,5.287499194,2.55564344,1.275637643,5.577590933,5.717085794,2.911243187,0.364456312,47.69507618,1.601891076,5.060667246,813.7224177,1.866313129,2.918272788,3.186801018,6.935354148,76.64364902,3.804668694,1.212399343,5.915042195,3.235331159,0.504859281,5.354487954,1.831594876,19.0443791,2.345981973,29.09594372,5.041216704,1.937329036,1.761694425
Valerylcarnitine,4.971105688,2.046225721,9.055001521,2.708975809,0.769605647,1.905725413,51.96889999,0.861999147,1.018906174,25.20698974,510.1161558,2.210651639,,6.876794278,87.75372105,0.327225908,15.27641607,0.387895598,3.156958278,0.461921981,0.671322459,0.437310547,0.058375047,2.621563484,0.069628156,6.723994281,40.54644469,0.538904093,,1.77421798,2.537694774,0.503893785,0.366931575,0.142382341,0.341851621,0.460297798,1.619250563,0.520851936,147.4647877,0.18523445,2.922035365,6.28376143,1.021630704,47.43449599,0.485221801,0.238072584,0.948268635,2.20007298,23.88341575,32.44919153,0.082687316,,0.990091366,5.087751609,0.705414931,,1.380645012
Isovalerylcarnitine,3.928644863,1.553478317,8.084613211,1.818917442,0.461741409,1.228781957,44.5258889,0.544715168,0.477833047,22.66182393,426.1872561,1.586203877,,5.632368021,76.19945135,0.01460233,12.79666264,0.122356742,2.341038708,0.115251489,0.324008981,0.127862073,0.263413955,1.96502165,0.333817415,6.008691445,33.63385554,0.214065869,0.599840578,1.430415958,1.945812233,0.239428243,0.116626691,0.359250792,0.190249299,0.060641081,1.195307485,0.162710264,123.6595426,0.466192744,2.420356441,5.303527763,0.463771841,39.90582643,0.139607645,0.407433298,0.595384552,1.76797503,21.02197517,29.26743447,0.419119786,0.441586193,0.817983885,4.483574992,0.097159096,2.082025582,1.03220053
Hexanoylcarnitine,0.625810044,0.962373116,0.794541168,1.609043704,1.08913142,5.133340206,16.87514532,2.351025122,1.166147841,11.87652552,119.5038628,5.602995981,,16.11243272,565.9649869,1.395236041,3.656828682,0.673525777,1.118029597,0.858137648,0.805310521,1.117153179,0.527038939,1.431418717,,,182.4675036,1.08531099,1.528120923,4.619487051,0.358029156,,1.287271335,1.231879089,0.484328536,,3.178796142,,65.94898863,4.525219493,1.006583446,6.057657326,,18.23488789,,0.634426702,1.653410855,1.616234433,,1.327816312,1.493836213,6.447423786,0.711270114,3.00312733,2.442272279,2.63329383,1.635835816
Octanoylcarnitine,0.478579011,0.21029839,0.169136717,0.418283832,1.058568801,1.291553651,18.00022306,0.514975077,0.230019064,5.496434451,52.55061124,0.019165336,,14.13707342,134.0809599,0.515201598,5.99814143,0.835897325,0.786612084,0.115657348,0.750789377,1.44910965,0.375090753,0.856263741,0.301260055,1.042371459,974.7924357,1.01120759,0.32630061,0.30010677,1.784501315,0.940289403,0.231817585,0.215405469,13.79740147,0.848619454,5.07320542,0.443352635,27.66324647,0.279838624,0.518457278,0.188912873,0.557240065,3.286168239,0.361450826,0.514848887,1.682534641,1.026506265,0.219511709,0.626974884,0.328841796,1.07612125,0.690914013,0.493200094,0.3960346,1.184027573,1.430930724
Decanoylcarnitine,5.005347495,4.865296814,1.887197319,5.504098529,9.437922971,167.0541374,874.7314568,5.173258452,5.23632359,829.7376442,1868.584069,15.31219024,6.211528057,1011.699522,3430.426526,3.714209418,1057.402814,11.17619506,38.76026806,2.004206539,51.42802554,99.8768302,2.186754836,39.48602402,3.510373094,3.427316928,26806.79976,29.07663158,7.656393792,206.5161728,38.98148549,7.687550166,1.200978432,1.417135468,210.9693524,9.06858857,95.90049136,6.426169581,7328.550254,2.156488198,42.20051083,4.120184421,16.40082927,1443.524805,3.162750201,1.770407265,15.49010494,56.20704524,1.327430209,17.39970229,7.669914395,13.69257562,42.89071821,5.060616382,3.487881388,14.19298917,59.53907578
Cholesterol_sulfate,20466.10802,157441.855,193458.0184,136056.3859,21680.71046,18848.14511,14801.14624,84967.34894,1056565.208,18784.83176,33987.75042,53244.04518,151345.7139,96690.19875,14402.82046,25304.66451,14947.07398,14582.3718,10670.91112,14120.64965,10175.31112,14992.71804,11366.90141,35380.83304,36848.13172,4217.24437,11449.82696,11220.61982,91076.43138,109739.0874,12335.62406,131529.3657,55333.71598,73021.89019,6413.690502,27032.35725,8247.094352,6879.860331,42161.08176,79923.31236,11739.84909,326304.369,25463.91448,30511.6547,56260.28606,34028.17197,69172.37485,26482.20684,345740.1732,46357.22459,76011.18486,225380.576,30014.73133,148395.4502,89009.1299,25400.27383,100297.293
Flavone,,,,,,,,,438.8727782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_Aminophenol,,,,1161.084144,344.0709389,,,175.1713182,554.6108554,364.6391581,,,1295.274474,,239.1263566,,,,,,,,,,,,417.5312751,,,,,,1079.534879,,,634.7138988,,,,,,10526.34847,412.0894599,322.8994599,396.0852751,1572.494091,,,1346.824525,,329.8306248,,,414.5223624,491.0218505,,
Vanillin,5.029823995,282.2091826,280.7728724,110.0090392,,1027.570289,1650.429421,185.7866291,58.78443824,,735.4438157,1669.647063,456.2299256,1091.257245,1598.564655,,,,,,,,202.7876238,187.9510675,,26.63669134,157.8557157,253.4669174,,2662.955238,,509.2796205,,200.7319745,435.1259569,,,3406.632236,1662.288372,250.7777738,215.9854945,,305.7386566,640.5278281,,116.4564261,298.2161021,721.4590595,,452.9716159,,316.6338778,9.464044406,168.2113658,170.0283898,,1.649750268
Spermidine,697.3163367,217.6315638,112.7422459,834.2148299,799.2579302,5584.705262,837.684655,1384.57345,8763.821643,12550.32454,4780.218313,11190.88716,12502.00501,47.67110724,93.87657675,6142.448354,15307.22145,572.9949296,4329.688358,7010.432037,20054.44744,437.1969299,1870.952544,1125.273258,4939.952107,1161.917931,286.9920737,448.7603165,286.5198171,23558.77513,244.7711299,2315.862716,9950.256155,4466.967942,323.2530289,413.582453,3787.11418,17906.66723,389.9907995,554.1717393,1344.145761,195.569537,29165.10586,3674.419609,12298.32974,5722.520419,14461.62951,1000.161405,,18668.22671,956.4749309,154.396036,538.8028246,521.6021029,3023.057957,1144.842447,567.1049575
Epinephrine,1420.329695,286.3148721,181.253994,277.2595417,184.3432384,261.8575321,104.8760504,116.2163121,1022.165304,215.4708363,143.3835225,593.9067927,372.279036,86.07107497,70.07488046,634.4832521,254.4343066,141.4408403,2009.052621,323.3842739,156.6567,435.1184441,694.9753049,1149.092865,145.7412794,484.3434044,388.5626564,349.6060577,525.8944007,491.5390439,1144.889919,435.0033914,312.6699726,327.4906455,306.8109508,184.0063835,95.19873016,196.753336,147.1662115,687.2017715,142.2382198,480.313539,153.1449809,150.0524595,329.0954212,139.1436688,141.2076724,197.469605,1276.896277,215.382965,467.4481713,378.758886,384.7547157,594.6095988,,99.00110814,286.6567718
Norepinephrine,462262.6627,322095.3901,247354.8857,600049.2798,407495.7277,520968.5005,801740.1437,150405.0002,406522.6223,1652896.779,377444.4293,441783.8738,566496.4201,347970.1372,401905.3932,341039.3969,126009.6721,103656.816,163027.5737,454446.4321,98974.63224,211428.2651,359623.0833,165147.6435,224944.5689,651810.5839,214256.9069,359864.979,678925.3709,911569.8217,180577.3251,592067.1674,313639.6625,220346.9607,378779.5343,360550.1061,218269.9254,1176151.316,387124.5232,549845.3899,599819.798,1956247.501,269282.8798,396328.0933,344829.43,354450.3927,836404.7107,490034.2336,1131885.936,238033.2556,350883.7107,419717.0845,268649.6886,227067.8268,327797.1906,339079.5644,
3_Aminosalicylic_acid,19961.06331,17170.93921,21514.09492,28763.47421,13469.58334,17642.98642,7107.754883,26761.83087,30068.3278,23705.29778,12337.10034,29702.47922,42287.62197,12369.77987,6003.335555,16535.7599,7952.892039,5620.163608,11717.7822,4452.941168,5894.186154,7609.049442,7547.875073,13691.10103,18576.51216,4846.185363,6121.036472,6711.1415,60245.97849,40778.28539,18127.92506,56459.92228,37740.69706,36318.98118,12342.39117,28448.99818,5482.614319,27735.03474,16772.9951,37346.25459,8746.017584,85498.76002,52355.35823,17238.08561,34049.06873,16861.16431,44326.8783,16872.3008,53840.81788,34337.75021,27421.29747,42990.50483,14168.03174,64988.08318,41802.96458,23363.86764,29815.31667
Dopamine,1724.008167,1382.509733,3794.73327,1323.694304,1428.777495,1225.439315,884.1775966,1681.891826,1842.404606,2357.324822,1992.10727,2883.624069,5270.861412,2059.359317,3122.486131,787.3031092,1685.749378,379.7339185,2034.75687,349.8916894,70.44425309,216.7906862,465.9138888,1410.913255,1633.337489,637.8788804,488.5624573,804.7021138,5602.825141,5616.471244,1063.460025,3431.602405,6368.939096,2552.373848,,2409.224826,1610.402314,24411.73833,4721.795539,7117.084683,1275.05642,10767.55715,11886.97235,8901.780824,5308.88123,874.4054862,1283.39122,2054.153791,5064.886113,3900.312444,878.505505,15713.59802,1022.902032,2189.514251,2023.208185,1453.260783,3877.550416
Gallic_acid,3731.326933,3818.854765,21965.97701,5358.85955,34634.25028,44503.95595,6785.002637,4443.173106,5472.507546,4919.682943,3510.067134,5738.757398,8838.62143,14285.7822,119221.2925,4311.632003,6045.69566,3474.016926,19669.12811,4945.517026,2916.337082,5299.50254,1967.83824,4323.993138,3896.220901,3049.305275,81478.78482,4001.211391,6141.607528,28991.91116,4310.007549,9929.409518,4305.300405,4951.130589,3174.269286,18024.28176,4425.376688,4213.339211,90571.51734,7814.065889,7886.346126,15747.40835,5979.628438,6372.824438,7149.233647,3472.049958,5487.545149,4876.195906,6164.349171,8084.815056,3784.532566,6224.762193,111668.2104,5618.82757,6426.125215,3539.857896,4950.930165
Citraconic_acid,52007.35074,42728.46578,36031.50039,60978.19786,46339.47505,96878.09219,55806.57809,24274.56807,57615.36947,52993.42059,37445.40179,80107.03639,65744.48613,57130.58867,43379.45546,62344.17515,46211.5394,56178.19346,40568.96385,70534.09265,49612.01539,56139.94777,26451.00307,27721.53165,42750.11514,25686.61816,46575.74961,31779.16579,75282.6564,75459.29015,36186.66817,95066.52118,36805.10896,44866.02232,25458.90232,75714.50173,39836.23556,46849.70117,93356.06699,82344.51571,34088.25386,119777.0421,56752.89346,53719.58166,48913.423,40407.03189,57387.78079,39362.95846,51317.1833,49648.72364,55154.84424,49345.13644,42545.36201,31476.36701,54539.07701,51249.63507,47779.72606
Serotonin,,1140.071381,2129.707235,39988.60649,11533.90063,,1059.028414,899.2729875,844.8635492,930.7296514,849.5426389,1183.916067,6332.297394,4860.480886,612.2999501,1486.232008,2253.462986,1049.866912,25155.39008,3427.357173,806.2097701,1551.283993,1648.34496,2184.286804,1322.062462,2099.681914,1078.84013,1903.51343,1079.306336,1002.539676,1431.083123,,1220.063005,,870.4421917,724.9817382,2299.978348,1872.784826,,1852.948222,743.2590417,,1729.221868,1571.660256,2263.54874,989.6473777,,1373.75048,1712.425498,1749.614677,2869.582877,,4611.396836,,,1230.699986,891.2523757
Chlorogenic_acid,2632.637272,3858.188865,2980.998766,4814.616556,1191.670804,9927.010025,169698.2015,18319.04523,,4587.89799,10627.61215,2651.375272,4468.707844,3637.467169,246275.8177,963.0728683,92.84660745,2700.266031,419.7670919,,1800.643287,,1605.036424,225.3037112,381.2455909,272.1270991,3697.316027,,942.0371615,688129.6886,,233.826391,463.802221,3289.104807,557.7355241,916.0536372,860.2101388,509.1070466,477456.5178,,926.3829557,,1195.401633,,1820.600957,800.6672722,1454.285571,,564.6405221,,2508.601634,226206.6478,2725.227139,838.3823124,5212.63205,1639.464803,425.9116605
2_Hydroxy_2_methylbutyric_acid,52381.79223,66222.01406,16190.88034,65527.55566,158630.8224,10477.74904,68595.02907,209917.6797,25311.57311,105382.8717,204838.0749,37933.1812,24178.5072,149180.7029,138694.649,11992.90235,13147.93839,221128.8544,219046.7413,2019.866193,1214.564365,8001.442612,22832.49822,58491.99814,18065.23155,14469.48569,306342.6931,24295.73794,510893.4148,104161.7957,105425.5218,417203.6471,193115.9289,64621.95245,2801.949313,50425.23196,10554.05477,91870.87127,34332.38428,248993.8196,132933.757,1803977.272,221054.9178,269610.3641,21958.16806,52867.84203,55210.54959,12682.84454,157084.6286,14620.26284,48936.1169,140065.0872,4455.417271,81928.08119,51005.16261,102512.4898,51206.11204
Taurocholic_acid_TCA,,46151.8351,218749.6808,83860.26733,369548.4206,252921.4209,464732.0014,1847252.483,206563.476,1435177.184,1050685.914,,136243.0913,490780.3018,30070084.61,58432.01103,418942.7165,25280.81017,332693.7171,4070.206853,83862.51843,80683.24922,80059.69509,378757.6138,103890.2401,33841.21867,3927753.049,210706.2108,46620.1851,4969997.597,5172.465221,248099.2272,38596.09148,161242.4063,10196.2074,140399.5184,41024.69086,33419.93183,3094711.237,43070.63026,441822.3456,65523.09068,64345.91478,1465490.759,2690481.866,49516.43471,156543.376,1949293.934,,241135.3824,24758.33261,84044.61923,156232.9317,84570.40375,173150.1681,409228.2337,368878.4134
m_Aminobenzoic_acid,14831.87013,,25897.11675,24696.4829,17914.22989,11757.75765,15388.15959,31753.53061,19143.11045,15591.42796,18775.85219,23800.4936,47775.87756,20029.27266,25013.80271,,26791.10041,,14290.12567,,,,,18900.78871,21449.40953,,12007.62088,9618.129613,43140.98293,46395.60332,19117.88877,26491.39911,16105.51917,21890.48768,,26240.10404,20247.26276,25460.96712,37256.86166,38594.37046,13239.63353,60066.88891,44527.39801,,40334.80028,10583.14873,19830.08217,23020.03798,39616.92255,29241.27929,13796.28589,47805.36585,10726.91337,19999.0556,21957.46401,16976.13084,28377.95839
3_Methoxytyramine,5561.248219,,,388.2465598,,,,,314.7696467,,267.6453512,,,,,706.5338335,636.4155583,600.7338921,,1546.237472,,1280.856788,,,335.1892436,731.8931835,695.5367226,715.9075479,367.1778551,,7250.230309,369.9550276,,559.2307207,8296.95271,389.0174227,476.9266294,574.6807399,,,,,1026.740516,,,,1959.600176,,,,499.503174,,1642.527266,187.446234,331.3910373,,
3_Hydroxyanthranilic_acid,112.1292837,,141.942507,,,,,,,,,,,,,,,,,,,,,,,,,255.9824907,327.1082707,,,,,,,,,,221.5544781,,1646.12889,,226.992452,,,99.8113598,,,,405.6008291,,,313.4693264,174.1216553,1704.457349,145.6616748,
Protocatechuic_acid,1639.541462,769.3566356,2234.595382,1903.281632,2887.651536,4941.79669,14523.02251,3207.34755,1009.762822,2124.075838,9066.164755,2495.647107,14867.59158,1869.206488,5088.289326,1575.885212,,842.517262,1347.469785,,,,975.0004289,984.0954338,1641.752128,1249.334304,1042.830853,1405.082072,1335.830559,11932.44062,,2158.637256,1214.379125,1529.313971,,1904.635063,948.2360155,1185.41099,13293.92059,1318.994327,3717.869855,3588.273084,2297.366103,3689.810378,4410.624706,3267.10909,776.4550456,1803.051654,1035.748649,1910.717973,1789.668152,1667.78546,1472.727026,850.0542058,3822.486592,3600.645061,3718.571416
2_Hydroxyphenethylamine,59508.68622,62919.01971,117516.9002,96567.45162,72011.33049,42905.67811,60297.52905,144339.3634,75707.68863,72217.89994,67309.88839,96621.7439,123912.5622,79731.99579,110903.8284,22917.48216,120023.2438,10222.65927,60144.63811,4407.594652,3458.479837,8002.092002,27725.83404,84527.16501,85310.95203,11404.89782,43075.24346,33174.20137,178644.5273,188358.5832,74029.59635,101845.6235,130466.9384,94947.98493,4864.481352,109512.113,85460.436,113278.0243,162315.9736,139461.6081,56268.36833,265914.7272,198789.424,,171834.9706,42093.20269,55333.39481,99126.51406,165115.0474,133177.4348,53713.92276,231483.8701,40598.8413,91433.2995,85061.29222,72057.7943,131290.4849
Mandelic_acid,,,,,,,22879.16695,,,,60748.92337,,,,,,,,,,,,,,,,,,,17133.21942,,,,,,,,,,,,,,,,,,,,,,,,,,17031.35384,
N_Methylnicotinamide,,3.190771395,,4.584493059,,,,2.520200895,,,18.36929385,0.291426852,24.67272983,,,,1.921737108,,0.216652705,,2.388748414,2.461844468,1.971419599,,3.51934437,,,3.87051947,9.674124257,,,10.06849865,1.540037678,2.38413047,1.972662811,4.10797911,,3.960671773,,,,3.105884319,,3.082731489,4.243347238,2.982689846,3.89320219,,4.951938264,14.60486216,4.222697657,,2.994777418,2.794281263,0.490836609,1.929581722,3.577685822
3_Nitrotyrosine,505.2080718,,264.3341623,,,,,173.1328072,461.2917195,,,821.5872485,1823.76988,445.883469,,982.1075265,,,,124.2115813,,,,,160.2347194,,224.2701737,134.4040877,734.679682,,,299.115141,256.4895933,,153.1341536,179.2662114,,194.016982,866.8012641,1044.765886,,,,,469.4309453,146.3295452,351.7246453,,,577.0202839,,1831.086131,231.4598517,,755.8660043,,1183.764591
N_Formyl_methionine,221.3495962,125.2497692,1668.460675,442.0362181,500.0890955,503.2015033,435.0828106,981.4296565,45.38886683,426.1303661,238.4455458,2610.804682,401.9349741,365.8334838,47.09081453,114.7432997,107.0688047,55.98828117,230.1406475,7.415723002,14.17773924,46.10158417,245.6366708,164.5213393,475.4477225,55.8912528,485.9897952,84.84959128,397.2917532,733.3796833,183.073321,492.0496686,254.1429466,264.8941505,21.38599387,279.7369449,361.0460195,188.1139925,807.1160495,309.6257087,379.1724431,1506.962518,192.5091858,528.0268845,613.6352878,531.0911736,190.0703074,315.8803158,630.3629703,461.4645689,461.1253293,2339.464967,269.8600251,372.9774773,1275.220454,714.7728728,356.1366305
2_Hydroxy_3_methylbutyric_acid,25991.9247,30232.33052,8560.811304,27419.38631,61685.65979,3913.074952,31089.94173,105588.0998,11837.72444,42419.29239,87486.15859,15872.90017,10698.86291,69455.29934,69190.12473,3792.908992,4791.432331,103700.8405,111331.3909,360.0843612,289.3321165,3158.168481,9573.181903,25974.5199,7479.922479,6445.885367,138142.6916,10456.09157,233914.983,47129.67746,45307.54114,164388.5249,86226.4593,32291.85641,929.1828367,20732.6415,4534.080954,38998.92516,16989.34513,119339.4435,67183.90337,860950.5498,96045.39766,110248.0604,9772.759636,24391.0743,23173.19815,4869.842654,72633.92581,6494.963158,19767.3019,76642.1737,1223.823504,38188.65864,21830.29991,45522.19528,26895.00911
Indoxyl_sulfate,9.894076768,43.19303517,26.20413451,12.92250989,13.12487806,13.74673947,51.7791826,18.34500365,56.66946922,8.662826818,146.4322166,202.3177101,64.75601748,37.01799929,350.7062885,13.94113768,,7.800977467,45.13365138,,,9.196805015,6.42202763,8.923658037,14.44244417,87.19770817,7.788403797,,70.02902251,200.1653099,9.322518278,47.9933394,19.32191487,14.18858355,,16.00397919,9.947218575,9.362643574,18.66974702,93.89323337,17.55514458,40.16133903,10.89294481,21.0644595,12.85952909,8.511200042,14.6082247,,220.6423049,25.03396706,13.68792681,30.04580241,193.5404196,41.12428981,45.36369885,39.94858164,55.72644411
5_Deoxyadenosine,78.09022926,121.7598223,80.58932886,354.0906659,,161.761323,109.9827622,472.9273774,70.91304232,429.4138357,331.7031421,92.54328519,276.9453379,90.89677592,84.77740542,156.1435213,80.56599719,65.43342045,179.3376889,,64.37995521,,132.0296461,88.83489482,143.4354095,62.09316863,163.6972454,109.2207949,358.3858264,231.8357482,,195.8483755,429.7417503,272.5314901,11.26472613,139.7618797,,361.3825671,176.5760364,176.5723251,,101.6706558,198.7236208,135.6732801,132.1038188,323.217588,529.3477491,,508.1614306,376.3326109,261.2992465,66.43033098,,250.1438909,102.2000674,217.1867307,54.06464716
